1983.80,2023-03-26 18:20:02
1983.80,2023-03-26 18:20:02
1983.80,2023-03-26 18:21:02
1983.80,2023-03-26 18:21:02
1983.80,2023-03-26 18:22:02
1983.80,2023-03-26 18:22:02
1983.80,2023-03-26 18:23:02
1983.80,2023-03-26 18:23:02
1983.80,2023-03-26 18:24:02
1983.80,2023-03-26 18:24:02
1983.80,2023-03-26 18:25:02
1983.80,2023-03-26 18:25:02
1983.80,2023-03-26 18:26:02
1983.80,2023-03-26 18:26:02
1983.80,2023-03-26 18:27:02
1983.80,2023-03-26 18:27:02
1983.80,2023-03-26 18:28:02
1983.80,2023-03-26 18:28:02
1983.80,2023-03-26 18:29:02
1983.80,2023-03-26 18:29:02
1983.80,2023-03-26 18:30:02
1983.80,2023-03-26 18:30:02
1983.80,2023-03-26 18:31:02
1983.80,2023-03-26 18:31:02
1983.80,2023-03-26 18:32:02
1983.80,2023-03-26 18:32:02
1983.80,2023-03-26 18:33:01
1983.80,2023-03-26 18:33:01
1983.80,2023-03-26 18:34:02
1983.80,2023-03-26 18:34:02
1983.80,2023-03-26 18:35:04
1983.80,2023-03-26 18:35:04
1983.80,2023-03-26 18:36:02
1983.80,2023-03-26 18:36:02
,2023-03-26 18:37:01
,2023-03-26 18:37:01
1983.80,2023-03-26 18:38:02
1983.80,2023-03-26 18:38:02
1983.80,2023-03-26 18:39:03
1983.80,2023-03-26 18:39:03
1983.80,2023-03-26 18:40:02
1983.80,2023-03-26 18:40:02
1983.80,2023-03-26 18:41:04
1983.80,2023-03-26 18:41:04
1983.80,2023-03-26 18:42:02
1983.80,2023-03-26 18:42:02
1983.80,2023-03-26 18:43:01
1983.80,2023-03-26 18:43:01
1983.80,2023-03-26 18:44:02
1983.80,2023-03-26 18:44:02
1983.80,2023-03-26 18:45:02
1983.80,2023-03-26 18:45:02
1983.80,2023-03-26 18:46:02
1983.80,2023-03-26 18:46:02
1983.80,2023-03-26 18:47:02
1983.80,2023-03-26 18:47:02
1983.80,2023-03-26 18:48:02
1983.80,2023-03-26 18:48:02
1983.80,2023-03-26 18:49:02
1983.80,2023-03-26 18:49:02
1983.80,2023-03-26 18:50:02
1983.80,2023-03-26 18:50:02
1983.80,2023-03-26 18:51:02
1983.80,2023-03-26 18:51:02
1983.80,2023-03-26 18:52:02
1983.80,2023-03-26 18:52:02
1983.80,2023-03-26 18:53:02
1983.80,2023-03-26 18:53:02
1983.80,2023-03-26 18:54:02
1983.80,2023-03-26 18:54:02
1983.80,2023-03-26 18:55:04
1983.80,2023-03-26 18:55:04
1983.80,2023-03-26 18:56:02
1983.80,2023-03-26 18:56:02
1983.80,2023-03-26 18:57:02
1983.80,2023-03-26 18:57:02
1983.80,2023-03-26 18:58:02
1983.80,2023-03-26 18:58:02
1983.80,2023-03-26 18:59:02
1983.80,2023-03-26 18:59:02
1983.80,2023-03-26 19:00:02
1983.80,2023-03-26 19:00:02
1983.80,2023-03-26 19:01:02
1983.80,2023-03-26 19:01:02
1983.80,2023-03-26 19:02:02
1983.80,2023-03-26 19:02:02
1983.80,2023-03-26 19:03:02
1983.80,2023-03-26 19:03:02
1983.80,2023-03-26 19:04:01
1983.80,2023-03-26 19:04:01
1983.80,2023-03-26 19:05:02
1983.80,2023-03-26 19:05:02
1983.80,2023-03-26 19:06:03
1983.80,2023-03-26 19:06:03
1983.80,2023-03-26 19:07:02
1983.80,2023-03-26 19:07:02
1983.80,2023-03-26 19:08:02
1983.80,2023-03-26 19:08:02
,2023-03-26 19:09:02
,2023-03-26 19:09:02
1983.80,2023-03-26 19:10:02
1983.80,2023-03-26 19:10:02
1983.80,2023-03-26 19:11:01
1983.80,2023-03-26 19:11:01
1983.80,2023-03-26 19:15:02
1983.80,2023-03-26 19:15:02
1983.80,2023-03-26 19:20:02
1983.80,2023-03-26 19:20:02
1983.80,2023-03-26 19:25:02
1983.80,2023-03-26 19:25:02
1983.80,2023-03-26 19:30:02
1983.80,2023-03-26 19:30:02
1983.80,2023-03-26 19:35:03
1983.80,2023-03-26 19:35:03
1983.80,2023-03-26 19:40:02
1983.80,2023-03-26 19:40:02
1983.80,2023-03-26 19:45:04
1983.80,2023-03-26 19:45:04
1983.80,2023-03-26 19:50:02
1983.80,2023-03-26 19:50:02
1983.80,2023-03-26 19:55:02
1983.80,2023-03-26 19:55:02
1983.80,2023-03-26 20:00:06
1983.80,2023-03-26 20:00:06
1983.80,2023-03-26 20:05:02
1983.80,2023-03-26 20:05:02
1983.80,2023-03-26 20:10:03
1983.80,2023-03-26 20:10:03
1983.80,2023-03-26 20:15:03
1983.80,2023-03-26 20:15:03
1983.80,2023-03-26 20:20:01
1983.80,2023-03-26 20:20:01
1983.80,2023-03-26 20:25:02
1983.80,2023-03-26 20:25:02
1983.80,2023-03-26 20:30:03
1983.80,2023-03-26 20:30:03
1983.80,2023-03-26 20:35:02
1983.80,2023-03-26 20:35:02
1983.80,2023-03-26 20:40:04
1983.80,2023-03-26 20:40:04
1983.80,2023-03-26 20:45:02
1983.80,2023-03-26 20:45:02
1983.80,2023-03-26 20:50:02
1983.80,2023-03-26 20:50:02
1983.80,2023-03-26 20:55:02
1983.80,2023-03-26 20:55:02
1983.80,2023-03-26 21:00:03
1983.80,2023-03-26 21:00:03
1983.80,2023-03-26 21:05:02
1983.80,2023-03-26 21:05:02
1983.80,2023-03-26 21:10:02
1983.80,2023-03-26 21:10:02
1983.80,2023-03-26 21:15:03
1983.80,2023-03-26 21:15:03
1983.80,2023-03-26 21:20:02
1983.80,2023-03-26 21:20:02
1983.80,2023-03-26 21:25:02
1983.80,2023-03-26 21:25:02
1983.80,2023-03-26 21:30:03
1983.80,2023-03-26 21:30:03
1983.80,2023-03-26 21:35:02
1983.80,2023-03-26 21:35:02
1983.80,2023-03-26 21:40:02
1983.80,2023-03-26 21:40:02
1983.80,2023-03-26 21:45:02
1983.80,2023-03-26 21:45:02
1983.80,2023-03-26 21:50:04
1983.80,2023-03-26 21:50:04
1983.80,2023-03-26 21:55:02
1983.80,2023-03-26 21:55:02
1983.80,2023-03-26 22:00:04
1983.80,2023-03-26 22:00:04
1983.80,2023-03-26 22:05:02
1983.80,2023-03-26 22:05:02
1983.80,2023-03-26 22:10:02
1983.80,2023-03-26 22:10:02
1983.80,2023-03-26 22:15:02
1983.80,2023-03-26 22:15:02
1983.80,2023-03-26 22:20:04
1983.80,2023-03-26 22:20:04
1983.80,2023-03-26 22:24:02
1983.80,2023-03-26 22:24:02
1983.80,2023-03-26 22:26:02
1983.80,2023-03-26 22:26:02
1983.80,2023-03-26 22:28:02
1983.80,2023-03-26 22:28:02
1983.80,2023-03-26 22:30:05
1983.80,2023-03-26 22:30:05
1983.80,2023-03-26 22:32:01
1983.80,2023-03-26 22:32:01
1983.80,2023-03-26 22:34:04
1983.80,2023-03-26 22:34:04
1983.80,2023-03-26 22:36:01
1983.80,2023-03-26 22:36:01
1983.80,2023-03-26 22:38:02
1983.80,2023-03-26 22:38:02
1983.80,2023-03-26 22:40:03
1983.80,2023-03-26 22:40:03
1983.80,2023-03-26 22:42:01
1983.80,2023-03-26 22:42:01
1983.80,2023-03-26 22:44:02
1983.80,2023-03-26 22:44:02
1983.80,2023-03-26 22:46:02
1983.80,2023-03-26 22:46:02
1983.80,2023-03-26 22:48:02
1983.80,2023-03-26 22:48:02
1983.80,2023-03-26 22:50:02
1983.80,2023-03-26 22:50:02
1983.80,2023-03-26 22:52:03
1983.80,2023-03-26 22:52:03
1983.80,2023-03-26 22:54:02
1983.80,2023-03-26 22:54:02
1983.80,2023-03-26 22:56:01
1983.80,2023-03-26 22:56:01
1983.80,2023-03-26 22:58:03
1983.80,2023-03-26 22:58:03
1983.80,2023-03-26 23:00:02
1983.80,2023-03-26 23:00:02
,2023-03-26 23:02:02
,2023-03-26 23:02:02
2000.15,2023-03-26 23:04:01
2000.15,2023-03-26 23:04:01
2000.15,2023-03-26 23:06:02
2000.15,2023-03-26 23:06:02
2000.15,2023-03-26 23:08:02
2000.15,2023-03-26 23:08:02
2000.15,2023-03-26 23:10:02
2000.15,2023-03-26 23:10:02
2000.15,2023-03-26 23:12:02
2000.15,2023-03-26 23:12:02
2000.15,2023-03-26 23:14:04
2000.15,2023-03-26 23:14:04
2000.15,2023-03-26 23:16:02
2000.15,2023-03-26 23:16:02
2000.15,2023-03-26 23:18:02
2000.15,2023-03-26 23:18:02
2000.15,2023-03-26 23:20:01
2000.15,2023-03-26 23:20:01
2000.15,2023-03-26 23:22:03
2000.15,2023-03-26 23:22:03
2000.15,2023-03-26 23:24:01
2000.15,2023-03-26 23:24:01
2000.15,2023-03-26 23:26:02
2000.15,2023-03-26 23:26:02
2000.15,2023-03-26 23:28:02
2000.15,2023-03-26 23:28:02
2000.15,2023-03-26 23:30:03
2000.15,2023-03-26 23:30:03
2000.15,2023-03-26 23:32:03
2000.15,2023-03-26 23:32:03
2000.15,2023-03-26 23:34:02
2000.15,2023-03-26 23:34:02
2000.15,2023-03-26 23:36:02
2000.15,2023-03-26 23:36:02
2000.15,2023-03-26 23:38:02
2000.15,2023-03-26 23:38:02
2000.15,2023-03-26 23:40:02
2000.15,2023-03-26 23:40:02
2000.15,2023-03-26 23:42:02
2000.15,2023-03-26 23:42:02
2000.15,2023-03-26 23:44:01
2000.15,2023-03-26 23:44:01
2000.15,2023-03-26 23:46:02
2000.15,2023-03-26 23:46:02
2000.15,2023-03-26 23:48:04
2000.15,2023-03-26 23:48:04
2000.15,2023-03-26 23:50:02
2000.15,2023-03-26 23:50:02
,2023-03-26 23:52:01
,2023-03-26 23:52:01
2000.15,2023-03-26 23:54:05
2000.15,2023-03-26 23:54:05
2000.15,2023-03-26 23:56:01
2000.15,2023-03-26 23:56:01
2000.15,2023-03-26 23:58:02
2000.15,2023-03-26 23:58:02
2000.15,2023-03-27 00:00:05
2000.15,2023-03-27 00:00:05
1999.55,2023-03-27 00:02:02
1999.55,2023-03-27 00:02:02
1999.25,2023-03-27 00:04:02
1999.25,2023-03-27 00:04:02
1997.20,2023-03-27 00:06:02
1997.20,2023-03-27 00:06:02
1991.50,2023-03-27 00:08:02
1991.50,2023-03-27 00:08:02
1993.00,2023-03-27 00:10:02
1993.00,2023-03-27 00:10:02
